"reutersCode","symbolCode","stockName","stockNameEng","closePrice","accumulatedTradingValue","marketValue","dividend","stockExchangeType.name","industryCodeType.industryGroupKor"
"NPN","NPN","Nuveen Pennsylvania Municipal Value Fund","Nuveen Pennsylvania Municipal Value Fund",13.89,14,16930,0.37,"NYSE","다양한 금융서비스"
"MXE","MXE","Mexico Equity and Income Fund Inc","Mexico Equity and Income Fund Inc",9.38,110,16757,0.12,"NYSE","다양한 금융서비스"
"GJP","GJP","STRATS SM 트러스트 도미네이션 리소스 Series 2005","STRATS SM Trust for Dominion Resources Inc Securities Series 2005-6 PRF",24.38,0,16578,0.75,"NYSE","다양한 금융서비스"
"ARGO_pa.K","ARGO PR A","Argo 그룹 인터내셜널 홀딩스 ADR Pref SHS Series A","Argo Group International Holdings Ltd ADR",26.76,3234,16054,1.75,"NYSE","보험"
"DSE","DSE","더프 & 펠프스 셀렉트 MLP & 미드스트림 에너지 펀드","Duff & Phelps Select Mlp and Midstream Energy Fund Inc",5.34,144,14009,6,"NYSE","다양한 금융서비스"
"GJH","GJH","STRATS 트러스트 US 셀룰러 Pref SHS Class A","Strats Trust US Cellular PRF",10.4,38,13000,0.64,"NYSE","다양한 금융서비스"
"DS_pd","DS PR D","드라이브 쉑 Pref SHS Series D","Drive Shack Inc PRF",20.42,8,12660,2.09,"NYSE","호텔 및 엔터테인먼트"
"ANH_pc","ANH PR C","안워스 모기지 에셋 Pref SHS Series C","Anworth Mortgage Asset Corp PRF",24.69,212,11995,1.91,"NYSE","주택 및 상업용 리츠"
"NM_ph","NM PR H","내비오스 매리타임 홀딩스 ADR Series H","Navios Maritime Holdings Inc ADR",6.23,43,11006,0,"NYSE","운송 인프라"
"DS_pc","DS PR C","드라이브 쉑 Pref SHS Series C","Drive Shack Inc PRF",20.3,7,10069,2.01,"NYSE","호텔 및 엔터테인먼트"
"HL_pb","HL PR B","헤클라 마이닝 Pref SHS Series B","Hecla Mining Co Convertible Preference Shares Series B",59.76,1,9431,3.5,"NYSE","메탈&마이닝"
"KSU_p","KSU PR","캔자스 시티 서던 Pref SHS","Kansas City Southern PRF",37.53,85,8742,1,"NYSE","화물 및 물류 서비스"
"MTR","MTR","메사 로열티 트러스트","Mesa Royalty Trust",4.64,27,8644,0.29,"NYSE","오일 및 가스"
"NM_pg","NM PR G","내비오스 매리타임 홀딩스 ADR Series G","Navios Maritime Holdings Inc ADR",6.25,46,3343,0,"NYSE","운송 인프라"
"NAV_pd","NAV PR D","나비스타 인터내셔널 Pref SHS Series D","Navistar International Corp Convertible Preference Shares Series D",15.95,0,1119,0,"NYSE","건설장비 및 대형차, 기차, 배"
"AEFC.K","AEFC","아에혼 펀딩 컴퍼니 5.1% Sub. Note","Aegon Funding Company LLC PRF",25.94,1081,0,1.28,"NYSE","은행"
"AFGC.K","AFGC","아메리칸 파이낸셜 그룹 5.125% Subord Deb","American Financial Group Inc PRF",26.74,213,0,1.28,"NYSE","보험"
"AFGB.K","AFGB","아메리칸 파이낸셜 그룹 5.875% Subord Deb","American Financial Group Inc PRF",27.13,226,0,1.47,"NYSE","보험"
"AFGD.K","AFGD","아메리칸 파이낸셜 그룹 5.625% Subord Deb","American Financial Group Inc PRF",27.38,875,0,1.38,"NYSE","보험"
"AJXA.K","AJXA","그레이트 에이잭스 7.25% Senior Notes","Great Ajax Corp PRF",24.73,166,0,1.81,"NYSE","주택 및 상업용 리츠"
"BC_pa","BC PR A","브런스윅 6.5% Senior Note","Brunswick Corp PRF",26.56,213,0,1.63,"NYSE","레저 상품"
"BC_pb","BC PR B","브런스윅 6.625% Senior Note","Brunswick Corp PRF",26.85,358,0,1.66,"NYSE","레저 상품"
"CELG_r.K","CELG RT","Bristol-Myers Squibb Co Rights","Bristol-Myers Squibb Co Rights",0.37,3,0,0,"NYSE","제약"
"DTW","DTW","DTE 에너지 Series E 5.25% Junior Subord Deb","DTE Energy Co PRF",26.14,671,0,1.28,"NYSE","전기 유틸리티"
"DUKB.K","DUKB","듀크 에너지 5.625% Junior Subord Deb","Duke Energy Corp PRF",27.32,920,0,1.41,"NYSE","전기 유틸리티"
"EAI","EAI","엔터지 아칸소 4.875% Deb","Entergy Arkansas LLC PRF",25.94,196,0,1.19,"NYSE","전기 유틸리티"
"GL_pc","GL PR C","글로브 라이프 6.125% Junior Sub Deb","Globe Life Inc PRF",25.59,499,0,1.53,"NYSE","보험"
"GJT","GJT","STRATSSM 트러스트 올스테이트 Series 2006-3","STRATSSM Trust for Allstate Securities Series 2006-3 Corp PRF",20.3,61,0,0.24,"NYSE","다양한 금융서비스"
"GJR","GJR","STRATS SM 트러스트 프록터 앤 갬블 Series 2006-1","Strats (SM) Trust for Procter & Gamble Securities Series 2006-1 PRF",22.8,0,0,0.25,"NYSE","은행"
"GIX_r","GIX RT","GigCapital2 Inc Rights","GigCapital2 Inc Rights",0.46,5,0,0,"NYSE","기타 금융업"
"GYC","GYC","CABCO 시리즈 2004-102 트러스트","CABCO Series 2004-102 Trust (SBC Communications Inc) PRF",25.36,7,0,0.82,"NYSE","은행"
"GJS","GJS","STRATSSM 서티피케이츠 시리즈 서플먼트 2006-2","STRATSSM Certificates series supplement 2006-2 Trust PRF",20.85,173,0,0.3,"NYSE",NA
"GJO","GJO","STRATS SM 트러스트 월마트 Series 2005-4","Strats SM Trust for Wal Mart Stores Inc Securities Series 2005-4 PRF",23.47,2,0,0.28,"NYSE","다양한 금융서비스"
"INSW_pa.K","INSW PR A","인터네셔널 시웨이스 8.50% Senior Note","International Seaways Inc PRF",25.75,62,0,2.13,"NYSE","오일 및 가스 장비 및 서비스"
"MDLX.K","MDLX","메들리 LLC 6.875% Senior Notes due 2026","Medley LLC PRF",7.59,267,0,1.72,"NYSE","투자은행 및 서비스"
"QVCD.K","QVCD","QVC 6.375% 시니어 시큐어드 노트(Note)","QVC Inc PRF",25.42,232,0,1.59,"NYSE","소프트웨어 및 IT서비스"
"RCB","RCB","레디 캐피털 6.20% Senior Notes","Ready Capital Corp PRF",25.07,131,0,1.55,"NYSE","주택 및 상업용 리츠"
"RCA","RCA","레디 캐피털 7.00% Convertible Senior Notes","Ready Capital Corp PRF",24.28,185,0,1.75,"NYSE","주택 및 상업용 리츠"
"RZB","RZB","리인슈어런스 그룹 오브 아메리카 5.75% Deb","Reinsurance Group of America Inc PRF",28.55,249,0,1.44,"NYSE","보험"
"SBBA.K","SBBA","스콜피오 탱커스 7.00% Senior Notes","Scorpio Tankers Inc PRF",25.11,730,0,1.75,"NYSE","오일 및 가스 장비 및 서비스"
"SFB","SFB","스티펄 파이낸셜 5.2% Senior note","Stifel Financial Corp PRF",25.82,235,0,1.3,"NYSE","투자은행 및 서비스"
"UZC","UZC","유나이티드 스테이츠 셀룰러 Senior Note 64","United States Cellular Corp PRF",25.67,1229,0,1.77,"NYSE","통신 서비스"
"UZB","UZB","유나이티드 스테이츠 셀룰러 Senior Note 120163","United States Cellular Corp PRF",25.67,348,0,1.77,"NYSE","통신 서비스"
"WALA.K","WALA","웨스턴 얼라이언스 뱅코프 6.25% Subordinated","Western Alliance Bancorp PRF",25.64,233,0,1.58,"NYSE","은행"
"WRB_pe","WRB PR E","W. R. 버클리 5.7% Subord Deb","W. R. Berkley Corp PRF",26.52,234,0,1.43,"NYSE","보험"
"WRB_pf","WRB PR F","W. R. 버클리 5.1% Subord Deb","W. R. Berkley Corp PRF",26.4,7195,0,1.28,"NYSE","보험"
"WRB_pc","WRB PR C","W. R. 버클리 5.9% Subord Deb","W. R. Berkley Corp PRF",25.34,1162,0,1.44,"NYSE","보험"
"WRB_pd","WRB PR D","W. R. 버클리 5.75% Subord Deb","W. R. Berkley Corp PRF",25.63,823,0,1.41,"NYSE","보험"
"AFGE.K","AFGE","아메리칸 파이낸셜 그룹","American Financial Group Inc PRF",26.81,763,0,1.13,"NYSE","보험"
"RIV_r_w","RIV RT WI","RiverNorth Opportunities Fund Inc","RiverNorth Opportunities Fund Inc",0,0,0,0,"NYSE","다양한 금융서비스"
"DTB","DTB","DTE 에너지 Bond Series G","DTE Energy Co PRF",25.44,457,0,1.09,"NYSE","전기 유틸리티"
"ASPI.K","ASPI","Aspire Real Estate Investors Inc","Aspire Real Estate Investors Inc",0,0,0,0,"NYSE","부동산 운영 관리"
"CNO_pa","CNO PR A","CNO 파이낸셜 그룹 Bond","CNO Financial Group Inc PRF",25.68,62,0,0,"NYSE","보험"
"NHF_pa","NHF PR A","넥스포인트 스트래테직 오퍼튜니티스 펀드 Pref SHS Series A","NexPoint Strategic Opportunities Fund PRF",22.16,1442,0,1.38,"NYSE","다양한 금융서비스"
"NXU_u","NXU.U","Novus Capital Corp II","Novus Capital Corp II",0,0,0,0,"NYSE","기타 금융업"
"TMAC_u.K","TMAC.U","Music Acquisition Corp","Music Acquisition Corp",10.53,73285,0,0,"NYSE","기타 금융업"
"WFC_pc","WFC PR C","Wells Fargo & Co","Wells Fargo & Co",24.8,12518,0,0,"NYSE","은행"
"TIXT.K","TIXT","TELUS International (CDA) Inc","TELUS International (CDA) Inc",30.4,470176,0,0,"NYSE","전문 및 상업 서비스"
"ONTF.K","ONTF","ON24 Inc","ON24 Inc",70.82,565986,0,0,"NYSE","소프트웨어 및 IT서비스"
"PRPC_u.K","PRPC.U","CC Neuberger Principal Holdings III","CC Neuberger Principal Holdings III",10.65,134454,0,0,"NYSE","기타 금융업"
"AAPL.O","AAPL","애플","Apple Inc",133.94,11419220,2248597578,0.82,"NASDAQ","컴퓨터, 전화 및 가전제품"
"MSFT.O","MSFT","마이크로소프트","Microsoft Corp",243,6557014,1832758431,2.24,"NASDAQ","소프트웨어 및 IT서비스"
"AMZN.O","AMZN","아마존 닷컴","Amazon.com Inc",3312.53,23666441,1662065846,0,"NASDAQ","다양한 소매업"
"TSLA.O","TSLA","테슬라","Tesla Inc",854.69,15550245,810161277,0,"NASDAQ","자동차 및 자동차 부품"
"FB.O","FB","페이스북","Facebook Inc Class A",266.65,3758226,759331192,0,"NASDAQ","소프트웨어 및 IT서비스"
"GOOGL.O","GOOGL","알파벳 Class A","Alphabet Inc Class A",2058.88,10077841,713523517,0,"NASDAQ","소프트웨어 및 IT서비스"
"GOOG.O","GOOG","알파벳 Class C","Alphabet Inc Class C",2070.07,8533418,682848220,0,"NASDAQ","소프트웨어 및 IT서비스"
"NVDA.O","NVDA","엔비디아","NVIDIA Corp",541.22,3330451,335015180,0.64,"NASDAQ","반도체 및 반도체 장비"
"PYPL.O","PYPL","페이팔 홀딩스","PayPal Holdings Inc",251.9,2974008,295149167,0,"NASDAQ","소프트웨어 및 IT서비스"
"NFLX.O","NFLX","넷플릭스","Netflix Inc",539.45,1711152,238919849,0,"NASDAQ","소프트웨어 및 IT서비스"
"INTC.O","INTC","인텔","Intel Corp",57.68,1262126,234353840,1.39,"NASDAQ","반도체 및 반도체 장비"
"CMCSA.O","CMCSA","컴캐스트","Comcast Corp Class A",50.47,872871,230916560,1,"NASDAQ","미디어 및 출판"
"ASML.O","ASML","ASML 홀딩 NV ADR","ASML Holding NV ADR",542.91,346488,227919430,3.28,"NASDAQ","반도체 및 반도체 장비"
"ADBE.O","ADBE","어도비 시스템즈","Adobe Inc",481.92,1032883,230695104,0,"NASDAQ","소프트웨어 및 IT서비스"
"PDD.O","PDD","핀듀오듀오 ADR","Pinduoduo Inc ADR",193.11,1714628,236815866,0,"NASDAQ","소프트웨어 및 IT서비스"
"AVGO.O","AVGO","브로드컴","Broadcom Inc",465.19,833879,189198875,14.4,"NASDAQ","반도체 및 반도체 장비"
"CSCO.O","CSCO","시스코 시스템즈","Cisco Systems Inc",45.77,602746,193401794,1.44,"NASDAQ","커뮤니케이션 및 네트워킹"
"PEP.O","PEP","펩시코","PepsiCo Inc",138.02,497616,190737634,4.09,"NASDAQ","음료"
"QCOM.O","QCOM","퀄컴","Qualcomm Inc",162.3,1972564,184332847,2.6,"NASDAQ","반도체 및 반도체 장비"
"TMUS.O","TMUS","T-모바일 US","T-Mobile US Inc",129.37,506010,160572333,0,"NASDAQ","통신 서비스"
"TXN.O","TXN","텍사스 인스트루먼트","Texas Instruments Inc",168.58,856796,154746684,4.08,"NASDAQ","반도체 및 반도체 장비"
"COST.O","COST","코스트코 홀세일","Costco Wholesale Corp",355.21,621664,157342127,2.8,"NASDAQ","다양한 소매업"
"ZIONO.O","ZIONO","자이언스 뱅코프 DEP SHS REP 1/40 Series G","Zions Bancorporation NA ADR",26.58,424,147137311,1.58,"NASDAQ","은행"
"JD.O","JD","JD닷컴 ADR","JD.Com Inc ADR",95.5,702804,148516018,0,"NASDAQ","다양한 소매업"
"AMGN.O","AMGN","암젠","Amgen Inc",237.08,1053362,138020535,7.04,"NASDAQ","제약"
"AZN.O","AZN","아스트라제네카 ADR","AstraZeneca PLC ADR",50,450717,131269857,1.4,"NASDAQ","제약"
"ZIONN.O","ZIONN","자이언스 뱅코프 DEP SHS REP 1/40 Series H","Zions Bancorporation NA ADR",25.92,148,130865933,1.44,"NASDAQ","은행"
"SBUX.O","SBUX","스타벅스","Starbucks Corp",101.02,398529,118930846,1.8,"NASDAQ","호텔 및 엔터테인먼트"
"CHTR.O","CHTR","차터 커뮤니케이션","Charter Communications Inc Class A",609.26,568100,118032544,0,"NASDAQ","통신 서비스"
"SNY.O","SNY","사노피 SA ADR","Sanofi SA ADR",46.87,246763,117512658,1.7,"NASDAQ","제약"
"ZM.O","ZM","줌 비디오 커뮤니케이션 Class A","Zoom Video Communications Inc Class A",380.47,1314041,110752016,0,"NASDAQ","소프트웨어 및 IT서비스"
"ABNB.O","ABNB","에어비앤비 Class A","Airbnb Inc Class A",185.72,771642,111640883,0,"NASDAQ","소프트웨어 및 IT서비스"
"AMD.O","AMD","어드벤스 마이크로 디바이스","Advanced Micro Devices Inc",87.89,2830780,105706326,0,"NASDAQ","반도체 및 반도체 장비"
"INTU.O","INTU","인튜이트","Intuit Inc",380.15,307245,99882825,2.36,"NASDAQ","소프트웨어 및 IT서비스"
"MELI.O","MELI","메르카도리브레","Mercadolibre Inc",1870.52,600888,93282322,0,"NASDAQ","소프트웨어 및 IT서비스"
"AMAT.O","AMAT","어플라이드 머티어리얼즈","Applied Materials Inc",99.87,542560,91352212,0.88,"NASDAQ","반도체 및 반도체 장비"
"MU.O","MU","마이크론 테크놀로지","Micron Technology Inc",79.11,1390850,88498102,0,"NASDAQ","반도체 및 반도체 장비"
"ISRG.O","ISRG","인튜이티브 서지컬","Intuitive Surgical Inc",745.4,382011,87625858,0,"NASDAQ","헬스케어 장비 및 용품"
"BIDU.O","BIDU","바이두 ADR Class A","Baidu Inc ADR",251.28,1377539,85705487,0,"NASDAQ","소프트웨어 및 IT서비스"
"NTES.O","NTES","넷이즈 ADR","NetEase Inc ADR",122.93,185975,84947518,3.86,"NASDAQ","소프트웨어 및 IT서비스"
"BKNG.O","BKNG","부킹 홀딩스","Booking Holdings Inc",2027.3,720666,83027893,0,"NASDAQ","호텔 및 엔터테인먼트"
"GILD.O","GILD","길리어드 사이언스","Gilead Sciences Inc",64.52,415512,80877636,2.72,"NASDAQ","생명과학 및 메디컬 리서치"
"MDLZ.O","MDLZ","몬덜리즈 인터내셔널","Mondelez International Inc Class A",55.28,419993,79059398,1.26,"NASDAQ","식품 및 담배"
"FISV.O","FISV","파이서브","Fiserv Inc",110.2,502849,73882259,0,"NASDAQ","전문 및 상업 서비스"
"LRCX.O","LRCX","램 리서치","Lam Research Corp",504.33,814793,72072951,5.2,"NASDAQ","반도체 및 반도체 장비"
"ATVI.O","ATVI","액티비전 블리자드","Activision Blizzard Inc",92.77,620378,71697961,0.41,"NASDAQ","소프트웨어 및 IT서비스"
"ADP.O","ADP","오토매틱 데이터 프로세싱","Automatic Data Processing Inc",166.83,302337,71393267,3.72,"NASDAQ","소프트웨어 및 IT서비스"
"CME.O","CME","CME 그룹 Class A","CME Group Inc Class A",191.99,247475,68922002,3.4,"NASDAQ","투자은행 및 서비스"
"CSX.O","CSX","CSX Corp","CSX Corp",89.32,286171,68309699,1.04,"NASDAQ","화물 및 물류 서비스"
"EQIX.O","EQIX","이퀴닉스","Equinix Inc",754.89,241554,67261998,10.64,"NASDAQ","주택 및 상업용 리츠"
"ADSK.O","ADSK","오토데스크","Autodesk Inc",292.85,251442,64394612,0,"NASDAQ","소프트웨어 및 IT서비스"
"ILMN.O","ILMN","일루미나","Illumina Inc",420.2,407743,61349200,0,"NASDAQ","헬스케어 장비 및 용품"
"MRNA.O","MRNA","모더나","Moderna Inc",165.86,1855622,65632478,0,"NASDAQ","생명과학 및 메디컬 리서치"
"TEAM.O","TEAM","아틀라시안","Atlassian Corporation PLC Class A",243.99,272002,61012571,0,"NASDAQ","소프트웨어 및 IT서비스"
"WDAY.O","WDAY","워크데이 Class A","Workday Inc Class A",258.63,930383,62071200,0,"NASDAQ","소프트웨어 및 IT서비스"
"VRTX.O","VRTX","버텍스 파마슈티컬","Vertex Pharmaceuticals Inc",211,816747,54867996,0,"NASDAQ","생명과학 및 메디컬 리서치"
"ADI.O","ADI","애널로그 디바이시스","Analog Devices Inc",147.58,402195,54505571,2.48,"NASDAQ","반도체 및 반도체 장비"
"REGN.O","REGN","리제네론 파마슈티컬스","Regeneron Pharmaceuticals Inc",491.18,527018,52411983,0,"NASDAQ","생명과학 및 메디컬 리서치"
"ROKU.O","ROKU","로쿠","Roku Inc Class A",425.07,1020717,53954761,0,"NASDAQ","미디어 및 출판"
"NXPI.O","NXPI","NXP 세미콘덕터","NXP Semiconductors NV",174.1,574120,48704404,1.5,"NASDAQ","반도체 및 반도체 장비"
"CRWD.O","CRWD","크라우드 스트라이크 홀딩스 Class A","CrowdStrike Holdings Inc Class A",218.12,632957,48262047,0,"NASDAQ","소프트웨어 및 IT서비스"
"MNST.O","MNST","몬스터 베버리지","Monster Beverage Corp",90.41,117120,47728954,0,"NASDAQ","음료"
"VOD.O","VOD","보다폰 그룹 ADR","Vodafone Group PLC ADR",18.79,178855,50421673,1.57,"NASDAQ","통신 서비스"
"KLAC.O","KLAC","KLA Corp","KLA Corp",286.3,370473,44221846,3.6,"NASDAQ","반도체 및 반도체 장비"
"BILI.O","BILI","빌리빌리 ADR","Bilibili Inc ADR",135.19,829834,46969826,0,"NASDAQ","소프트웨어 및 IT서비스"
"KDP.O","KDP","큐리그 닥터 페퍼","Keurig Dr Pepper Inc",31.92,120757,44919525,0.6,"NASDAQ","음료"
"LULU.O","LULU","룰루레몬 애슬레티카","Lululemon Athletica Inc",332.39,456677,43323063,0,"NASDAQ","섬유 및 의류"
"DOCU.O","DOCU","도큐사인","DocuSign Inc",236.83,445051,44182275,0,"NASDAQ","소프트웨어 및 IT서비스"
"ALGN.O","ALGN","얼라인 테크놀로지","Align Technology Inc",546.18,394725,43066507,0,"NASDAQ","헬스케어 장비 및 용품"
"IDXX.O","IDXX","아이덱스 래버러터리스","IDEXX Laboratories Inc",485.36,297387,41401156,0,"NASDAQ","헬스케어 장비 및 용품"
"PTON.O","PTON","펠로튼 인터랙티브 Class A","Peloton Interactive Inc Class A",147.17,600877,43051997,0,"NASDAQ","레저 상품"
"EA.O","EA","일렉트로닉 아츠","Electronic Arts Inc",140.82,940332,40848711,0.68,"NASDAQ","소프트웨어 및 IT서비스"
"CTSH.O","CTSH","코그니전트 테크놀로지 솔루션","Cognizant Technology Solutions Corp Class A",79.34,275565,42418420,0.88,"NASDAQ","소프트웨어 및 IT서비스"
"BIIB.O","BIIB","바이오젠","Biogen Inc",263.25,672301,40509330,0,"NASDAQ","제약"
"WBA.O","WBA","월그린스 부츠 얼라이언스","Walgreens Boots Alliance Inc",48.9,252478,42251636,1.87,"NASDAQ","식품 및 약품소매"
"EXC.O","EXC","엑셀론","Exelon Corp",42.48,205345,41442318,1.53,"NASDAQ","전기 유틸리티"
"ROST.O","ROST","로스 스토어스","Ross Stores Inc",117.69,256701,41952142,0,"NASDAQ","전문품 상점"
"SNPS.O","SNPS","시놉시스","Synopsys Inc",265.21,182779,40585749,0,"NASDAQ","소프트웨어 및 IT서비스"
"AEP.O","AEP","아메리칸 일렉트릭 파워 컴퍼니","American Electric Power Company Inc",81.28,176309,40346541,2.96,"NASDAQ","전기 유틸리티"
"KHC.O","KHC","크래프트 하인즈","Kraft Heinz Co",33.01,142774,40358791,1.6,"NASDAQ","식품 및 담배"
"MTCH.O","MTCH","매치 그룹","Match Group Inc",138.12,1270584,36737606,0,"NASDAQ","소프트웨어 및 IT서비스"
"MAR.O","MAR","메리어트 인터내셔널","Marriott International Inc Class A",123.35,278661,40006317,0,"NASDAQ","호텔 및 엔터테인먼트"
"EBAY.O","EBAY","이베이","eBay Inc",58.04,571607,40009208,0.64,"NASDAQ","소프트웨어 및 IT서비스"
"ERIC.O","ERIC","텔레폰악티에볼라예트 LM 에릭슨 ADR Class B","Telefonaktiebolaget LM Ericsson ADR",13.17,88242,40378641,0.16,"NASDAQ","커뮤니케이션 및 네트워킹"
"TTD.O","TTD","트레이드 데스크 Class A","Trade Desk Inc Class A",839.15,714135,39410088,0,"NASDAQ","소프트웨어 및 IT서비스"
"DXCM.O","DXCM","덱스컴","DexCom Inc",391.69,287361,37613052,0,"NASDAQ","헬스케어 장비 및 용품"
"CDNS.O","CDNS","케이던스 디자인 시스템","Cadence Design Systems Inc",134.82,207991,37605477,0,"NASDAQ","소프트웨어 및 IT서비스"
"MCHP.O","MCHP","마이크로칩 테크놀러지","Microchip Technology Inc",139.87,344520,36418813,1.47,"NASDAQ","반도체 및 반도체 장비"
"CSGP.O","CSGP","코스타 그룹","CoStar Group Inc",917.36,216294,36160567,0,"NASDAQ","소프트웨어 및 IT서비스"
"OKTA.O","OKTA","옥타 Class A","Okta Inc Class A",276.25,268451,35765005,0,"NASDAQ","소프트웨어 및 IT서비스"
